uf;estado;secao;nome_secao;co_pais;co_pais_ison3;destino;periodo;valor_fob
CE;Ceará;II;Produtos do reino vegetal;239;218;Equador;P1;19300.00
CE;Ceará;II;Produtos do reino vegetal;239;218;Equador;P2;589158.00
CE;Ceará;II;Produtos do reino vegetal;240;818;Egito;P2;17863062.00
CE;Ceará;II;Produtos do reino vegetal;244;784;Emirados Árabes Unidos;P1;16302145.00
CE;Ceará;II;Produtos do reino vegetal;244;784;Emirados Árabes Unidos;P2;7960831.00
CE;Ceará;II;Produtos do reino vegetal;245;724;Espanha;P1;80962582.00
CE;Ceará;II;Produtos do reino vegetal;245;724;Espanha;P2;49627573.00
CE;Ceará;II;Produtos do reino vegetal;246;705;Eslovênia;P1;146820.00
CE;Ceará;II;Produtos do reino vegetal;246;705;Eslovênia;P2;139948.00
CE;Ceará;II;Produtos do reino vegetal;249;840;Estados Unidos;P1;285704366.00
CE;Ceará;II;Produtos do reino vegetal;249;840;Estados Unidos;P2;151473977.00
CE;Ceará;II;Produtos do reino vegetal;251;233;Estônia;P1;1506985.00
CE;Ceará;II;Produtos do reino vegetal;251;233;Estônia;P2;56214.00
CE;Ceará;II;Produtos do reino vegetal;267;608;Filipinas;P1;2809.00
CE;Ceará;II;Produtos do reino vegetal;267;608;Filipinas;P2;2338.00
CE;Ceará;II;Produtos do reino vegetal;271;246;Finlândia;P1;367451.00
CE;Ceará;II;Produtos do reino vegetal;271;246;Finlândia;P2;128849.00
CE;Ceará;II;Produtos do reino vegetal;275;250;França;P1;17549566.00
CE;Ceará;II;Produtos do reino vegetal;275;250;França;P2;15533805.00
CE;Ceará;II;Produtos do reino vegetal;281;266;Gabão;P2;3110.00
CE;Ceará;II;Produtos do reino vegetal;289;288;Gana;P1;201.00
CE;Ceará;II;Produtos do reino vegetal;289;288;Gana;P2;4796723.00
CE;Ceará;II;Produtos do reino vegetal;293;292;Gibraltar;P1;3290.00
CE;Ceará;II;Produtos do reino vegetal;293;292;Gibraltar;P2;3920.00
CE;Ceará;II;Produtos do reino vegetal;301;300;Grécia;P2;42489.00
CE;Ceará;II;Produtos do reino vegetal;309;312;Guadalupe;P2;111782.00
CE;Ceará;II;Produtos do reino vegetal;317;320;Guatemala;P1;4944439.00
CE;Ceará;II;Produtos do reino vegetal;317;320;Guatemala;P2;470906.00
CE;Ceará;II;Produtos do reino vegetal;325;254;Guiana Francesa;P2;11.00
CE;Ceará;II;Produtos do reino vegetal;334;624;Guiné-Bissau;P2;8947.00
CE;Ceará;II;Produtos do reino vegetal;337;328;Guiana;P2;403351.00
CE;Ceará;II;Produtos do reino vegetal;351;344;Hong Kong;P1;9640.00
CE;Ceará;II;Produtos do reino vegetal;351;344;Hong Kong;P2;62171.00
CE;Ceará;II;Produtos do reino vegetal;361;356;Índia;P1;64461.00
CE;Ceará;II;Produtos do reino vegetal;361;356;Índia;P2;202035.00
CE;Ceará;II;Produtos do reino vegetal;365;360;Indonésia;P1;488877.00
CE;Ceará;II;Produtos do reino vegetal;365;360;Indonésia;P2;103922.00
CE;Ceará;II;Produtos do reino vegetal;372;364;Irã;P2;49262209.00
CE;Ceará;II;Produtos do reino vegetal;375;372;Irlanda;P1;6146118.00
CE;Ceará;II;Produtos do reino vegetal;375;372;Irlanda;P2;1621037.00
CE;Ceará;II;Produtos do reino vegetal;379;352;Islândia;P1;10582.00
CE;Ceará;II;Produtos do reino vegetal;383;376;Israel;P1;289000.00
CE;Ceará;II;Produtos do reino vegetal;383;376;Israel;P2;380666.00
CE;Ceará;II;Produtos do reino vegetal;386;380;Itália;P1;27079614.00
CE;Ceará;II;Produtos do reino vegetal;386;380;Itália;P2;22426938.00
CE;Ceará;II;Produtos do reino vegetal;391;388;Jamaica;P1;153250.00
CE;Ceará;II;Produtos do reino vegetal;391;388;Jamaica;P2;337083.00
CE;Ceará;II;Produtos do reino vegetal;399;392;Japão;P1;5189714.00
CE;Ceará;II;Produtos do reino vegetal;399;392;Japão;P2;3994411.00
CE;Ceará;II;Produtos do reino vegetal;427;428;Letônia;P2;536.00
CE;Ceará;II;Produtos do reino vegetal;431;422;Líbano;P1;11671667.00
CE;Ceará;II;Produtos do reino vegetal;431;422;Líbano;P2;1066392.00
CE;Ceará;II;Produtos do reino vegetal;434;430;Libéria;P1;21982.00
CE;Ceará;II;Produtos do reino vegetal;434;430;Libéria;P2;193443.00
CE;Ceará;II;Produtos do reino vegetal;438;434;Líbia;P2;72200.00
CE;Ceará;II;Produtos do reino vegetal;442;440;Lituânia;P1;564709.00
CE;Ceará;II;Produtos do reino vegetal;445;442;Luxemburgo;P1;898.00
CE;Ceará;II;Produtos do reino vegetal;445;442;Luxemburgo;P2;10879.00
CE;Ceará;II;Produtos do reino vegetal;455;458;Malásia;P2;479202.00
CE;Ceará;II;Produtos do reino vegetal;467;470;Malta;P1;48978.00
CE;Ceará;II;Produtos do reino vegetal;467;470;Malta;P2;309082.00
CE;Ceará;II;Produtos do reino vegetal;476;584;Marshall, Ilhas;P1;27132.00
CE;Ceará;II;Produtos do reino vegetal;476;584;Marshall, Ilhas;P2;233056.00
CE;Ceará;II;Produtos do reino vegetal;477;474;Martinica;P1;20040.00
CE;Ceará;II;Produtos do reino vegetal;477;474;Martinica;P2;43995.00
CE;Ceará;II;Produtos do reino vegetal;493;484;México;P1;25722851.00
CE;Ceará;II;Produtos do reino vegetal;493;484;México;P2;14136760.00
CE;Ceará;II;Produtos do reino vegetal;505;508;Moçambique;P2;2693884.00
CE;Ceará;II;Produtos do reino vegetal;528;566;Nigéria;P1;5491.00
CE;Ceará;II;Produtos do reino vegetal;538;578;Noruega;P1;2047.00
CE;Ceará;II;Produtos do reino vegetal;538;578;Noruega;P2;33461.00
CE;Ceará;II;Produtos do reino vegetal;548;554;Nova Zelândia;P1;927939.00
CE;Ceará;II;Produtos do reino vegetal;556;512;Omã;P2;204259.00
CE;Ceará;II;Produtos do reino vegetal;573;528;Países Baixos (Holanda);P1;314577687.00
CE;Ceará;II;Produtos do reino vegetal;573;528;Países Baixos (Holanda);P2;264855271.00
CE;Ceará;II;Produtos do reino vegetal;575;585;Palau;P2;292.00
CE;Ceará;II;Produtos do reino vegetal;576;586;Paquistão;P2;2283549.00
CE;Ceará;II;Produtos do reino vegetal;580;591;Panamá;P1;87777.00
CE;Ceará;II;Produtos do reino vegetal;580;591;Panamá;P2;145444.00
CE;Ceará;II;Produtos do reino vegetal;586;600;Paraguai;P1;24779.00
CE;Ceará;II;Produtos do reino vegetal;586;600;Paraguai;P2;126082.00
CE;Ceará;II;Produtos do reino vegetal;589;604;Peru;P1;6568024.00
CE;Ceará;II;Produtos do reino vegetal;589;604;Peru;P2;11833714.00
CE;Ceará;II;Produtos do reino vegetal;603;616;Polônia;P1;3316308.00
CE;Ceará;II;Produtos do reino vegetal;603;616;Polônia;P2;2652121.00
CE;Ceará;II;Produtos do reino vegetal;607;620;Portugal;P1;12158295.00
CE;Ceará;II;Produtos do reino vegetal;607;620;Portugal;P2;6206910.00
CE;Ceará;II;Produtos do reino vegetal;611;630;Porto Rico;P1;2.00
CE;Ceará;II;Produtos do reino vegetal;611;630;Porto Rico;P2;502206.00
CE;Ceará;II;Produtos do reino vegetal;628;826;Reino Unido;P1;191340695.00
CE;Ceará;II;Produtos do reino vegetal;628;826;Reino Unido;P2;180492681.00
CE;Ceará;II;Produtos do reino vegetal;647;214;República Dominicana;P2;155007.00
CE;Ceará;II;Produtos do reino vegetal;660;638;Reunião;P2;7755.00
CE;Ceará;II;Produtos do reino vegetal;670;642;Romênia;P2;33602.00
CE;Ceará;II;Produtos do reino vegetal;676;643;Rússia;P1;2630462.00
CE;Ceará;II;Produtos do reino vegetal;676;643;Rússia;P2;281516.00
CE;Ceará;II;Produtos do reino vegetal;687;222;El Salvador;P2;1130616.00
CE;Ceará;II;Produtos do reino vegetal;695;659;São Cristóvão e Névis;P2;0.00
CE;Ceará;II;Produtos do reino vegetal;741;702;Singapura;P1;6123.00
CE;Ceará;II;Produtos do reino vegetal;741;702;Singapura;P2;107178.00
CE;Ceará;II;Produtos do reino vegetal;756;710;África do Sul;P1;2477982.00
CE;Ceará;II;Produtos do reino vegetal;756;710;África do Sul;P2;214435.00
CE;Ceará;II;Produtos do reino vegetal;764;752;Suécia;P1;2465853.00
CE;Ceará;II;Produtos do reino vegetal;764;752;Suécia;P2;1784484.00
CE;Ceará;II;Produtos do reino vegetal;767;756;Suíça;P1;537043.00
CE;Ceará;II;Produtos do reino vegetal;767;756;Suíça;P2;22632.00
CE;Ceará;II;Produtos do reino vegetal;776;764;Tailândia;P2;1688257.00
CE;Ceará;II;Produtos do reino vegetal;783;262;Djibuti;P2;2022.00
CE;Ceará;II;Produtos do reino vegetal;815;780;Trinidad e Tobago;P2;78716.00
CE;Ceará;II;Produtos do reino vegetal;820;788;Tunísia;P1;18539.00
CE;Ceará;II;Produtos do reino vegetal;827;792;Turquia;P1;1468115.00
CE;Ceará;II;Produtos do reino vegetal;827;792;Turquia;P2;462780.00
CE;Ceará;II;Produtos do reino vegetal;831;804;Ucrânia;P1;515874.00
CE;Ceará;II;Produtos do reino vegetal;831;804;Ucrânia;P2;340951.00
CE;Ceará;II;Produtos do reino vegetal;845;858;Uruguai;P1;1279762.00
CE;Ceará;II;Produtos do reino vegetal;845;858;Uruguai;P2;8721461.00
CE;Ceará;II;Produtos do reino vegetal;850;862;Venezuela;P1;620355.00
CE;Ceará;II;Produtos do reino vegetal;850;862;Venezuela;P2;28265661.00
CE;Ceará;II;Produtos do reino vegetal;858;704;Vietnã;P1;15566.00
CE;Ceará;II;Produtos do reino vegetal;858;704;Vietnã;P2;8050521.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";017;008;Albânia;P2;84657.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";023;276;Alemanha;P1;70987665.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";023;276;Alemanha;P2;87044435.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";040;024;Angola;P1;2841391.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";040;024;Angola;P2;2859053.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";043;028;Antígua e Barbuda;P1;50.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";043;028;Antígua e Barbuda;P2;1558.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";053;682;Arábia Saudita;P1;26387.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";053;682;Arábia Saudita;P2;18146.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";059;012;Argélia;P1;5500.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";063;032;Argentina;P1;5189986.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";063;032;Argentina;P2;2510723.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";069;036;Austrália;P1;1738008.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";069;036;Austrália;P2;2036635.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";077;044;Bahamas;P1;287.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";077;044;Bahamas;P2;12653.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";081;050;Bangladesh;P1;347257.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";081;050;Bangladesh;P2;425628.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";083;052;Barbados;P2;999.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";087;056;Bélgica;P1;6225506.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";087;056;Bélgica;P2;7068207.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";088;084;Belize;P2;537.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";090;060;Bermudas;P2;106.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";097;068;Bolívia;P2;212793.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";127;132;Cabo Verde;P1;1869336.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";127;132;Cabo Verde;P2;558594.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";137;136;Cayman, Ilhas;P2;433.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";145;120;Camarões;P2;151.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";149;124;Canadá;P1;51688.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";149;124;Canadá;P2;1539889.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";158;152;Chile;P1;3507529.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";158;152;Chile;P2;816676.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";160;156;China;P1;76840601.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";160;156;China;P2;93968623.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";161;158;Taiwan (Formosa);P1;8847185.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";161;158;Taiwan (Formosa);P2;4329842.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";163;196;Chipre;P1;598.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";163;196;Chipre;P2;4106.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";169;170;Colômbia;P1;4488758.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";169;170;Colômbia;P2;4477099.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";177;178;Congo;P2;180772.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";187;408;Coreia do Norte;P1;31450.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";190;410;Coreia do Sul;P1;6055298.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";190;410;Coreia do Sul;P2;6398643.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";196;188;Costa Rica;P1;103856.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";196;188;Costa Rica;P2;120190.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";199;192;Cuba;P2;407808.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";200;531;Curaçao;P2;12747.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";232;208;Dinamarca;P2;5977.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";239;218;Equador;P1;1051714.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";239;218;Equador;P2;1009400.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";240;818;Egito;P1;659341.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";240;818;Egito;P2;315391.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";244;784;Emirados Árabes Unidos;P1;341434.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";244;784;Emirados Árabes Unidos;P2;2116062.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";245;724;Espanha;P1;11191827.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";245;724;Espanha;P2;15394429.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";249;840;Estados Unidos;P1;113966030.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";249;840;Estados Unidos;P2;86818887.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";251;233;Estônia;P2;193466.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";267;608;Filipinas;P1;836455.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";267;608;Filipinas;P2;1714492.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";275;250;França;P1;4313460.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";275;250;França;P2;7365799.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";281;266;Gabão;P2;2131.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";285;270;Gâmbia;P1;11954.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";289;288;Gana;P2;195870.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";293;292;Gibraltar;P1;183.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";293;292;Gibraltar;P2;253.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";301;300;Grécia;P2;3179.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";317;320;Guatemala;P1;347846.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";317;320;Guatemala;P2;288481.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";329;324;Guiné;P1;74762.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";329;324;Guiné;P2;6319.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";331;226;Guiné Equatorial;P1;7096.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";331;226;Guiné Equatorial;P2;141089.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";334;624;Guiné-Bissau;P2;271061.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";337;328;Guiana;P2;197345.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";351;344;Hong Kong;P1;1194336.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";351;344;Hong Kong;P2;4718.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";361;356;Índia;P1;11616051.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";361;356;Índia;P2;9993255.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";365;360;Indonésia;P1;3531499.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";365;360;Indonésia;P2;1520011.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";372;364;Irã;P1;68288.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";375;372;Irlanda;P2;69.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";383;376;Israel;P2;984001.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";386;380;Itália;P1;13125578.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";386;380;Itália;P2;9394511.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";399;392;Japão;P1;46450160.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";399;392;Japão;P2;44947668.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";403;400;Jordânia;P1;2514.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";427;428;Letônia;P2;1635643.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";434;430;Libéria;P1;25341.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";434;430;Libéria;P2;16470.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";438;434;Líbia;P1;28671.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";438;434;Líbia;P2;29190.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";445;442;Luxemburgo;P2;41.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";450;450;Madagascar;P2;104685.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";455;458;Malásia;P1;496824.00
CE;Ceará;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";455;458;Malásia;P2;633697.00
